ID,Testamento,Libro,Referencia,Nivel,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Opcion_correcta,Respuesta_correcta,Explicacion_breve,Estado_QA,Revision_humana,Activa_app
QB0826,AT,Habacuc,Habacuc 3:19,Basico,¿Quién se presenta como fuente de fortaleza para el profeta?,A Dios,B El ejército,C El rey,D Babilonia,A,Dios,El libro termina afirmando que Dios es la fuerza del profeta.,Revisar,No,No
QB0827,AT,Sofonías,Sofonías 1:7,Intermedio,¿Qué actitud se pide ante la cercanía del día del Señor?,A Guardar silencio reverente,B Celebrar una coronación,C Huir a Egipto,D Construir murallas,A,Guardar silencio reverente,El profeta presenta el día del Señor como un momento que exige reverencia.,Revisar,No,No
QB0828,AT,Sofonías,Sofonías 2:3,Basico,¿Qué se aconseja buscar a las personas humildes?,A Al Señor, justicia y humildad,B Riqueza y poder,C Refugio en Egipto,D Un nuevo rey,A,Al Señor, justicia y humildad,El llamado combina búsqueda de Dios con una conducta justa y humilde.,Revisar,No,No
QB0829,AT,Sofonías,Sofonías 3:5,Intermedio,¿Qué se afirma acerca de Dios en medio de una ciudad injusta?,A Permanece justo y no comete injusticia,B Se vuelve como la ciudad,C La abandona por completo,D No ve nada,A,Permanece justo y no comete injusticia,El contraste resalta la justicia constante de Dios frente a la corrupción humana.,Revisar,No,No
QB0830,AT,Sofonías,Sofonías 3:9,Avanzado,¿Qué transformación futura se anuncia para los pueblos?,A Un lenguaje purificado para invocar a Dios unidos,B Una sola lengua política,C La desaparición de todas las naciones,D El regreso a Egipto,A,Un lenguaje purificado para invocar a Dios unidos,La visión anticipa una adoración más amplia y unificada.,Revisar,No,No
QB0831,AT,Sofonías,Sofonías 3:14,Basico,¿Qué se invita a hacer a Sion al acercarse la restauración?,A Cantar y alegrarse,B Guardar silencio,C Huir,D Llorar permanentemente,A,Cantar y alegrarse,El final del libro cambia del juicio a una invitación de alegría por la restauración.,Revisar,No,No
QB0832,AT,Hageo,Hageo 1:5,Intermedio,¿Qué invitación repetida hace el profeta al pueblo respecto a su situación?,A Reflexionar sobre sus caminos,B Buscar riqueza,C Abandonar Jerusalén,D Elegir otro rey,A,Reflexionar sobre sus caminos,Hageo llama a evaluar la relación entre las prioridades del pueblo y sus resultados.,Revisar,No,No
QB0833,AT,Hageo,Hageo 1:14,Basico,¿Qué ocurrió en el pueblo después del mensaje profético?,A Se animó y comenzó la obra,B Huyó,C Se rebeló contra Zorobabel,D Abandonó el templo,A,Se animó y comenzó la obra,El relato presenta un despertar de ánimo y compromiso con la reconstrucción.,Revisar,No,No
QB0834,AT,Hageo,Hageo 2:4,Intermedio,¿Qué razón da Dios para que los líderes trabajen con valentía?,A Él está con ellos,B El rey persa los obliga,C Tienen muchos recursos,D No existe oposición,A,Él está con ellos,La presencia de Dios se presenta como fundamento para continuar la obra.,Revisar,No,No
QB0835,AT,Hageo,Hageo 2:8,Basico,¿A quién se atribuye la propiedad de la plata y el oro?,A A Dios,B Al rey persa,C A los sacerdotes,D A Zorobabel,A,A Dios,El mensaje recuerda que los recursos materiales pertenecen finalmente a Dios.,Revisar,No,No
QB0836,AT,Hageo,Hageo 2:19,Intermedio,¿Qué cambio promete Dios desde ese día?,A Bendecir al pueblo,B Retirar toda cosecha,C Enviarlo al exilio,D Destruir el templo,A,Bendecir al pueblo,El libro culmina una sección con una promesa de bendición futura.,Revisar,No,No
QB0837,AT,Zacarías,Zacarías 1:3,Basico,¿Qué invitación hace Dios al pueblo?,A Volver a él,B Ir a Egipto,C Construir un ejército,D Abandonar Jerusalén,A,Volver a él,El mensaje promete una respuesta de Dios al retorno sincero del pueblo.,Revisar,No,No
QB0838,AT,Zacarías,Zacarías 3:4,Intermedio,¿Qué ocurrió con las vestiduras sucias del sumo sacerdote Josué en la visión?,A Fueron reemplazadas por ropas limpias,B Se quemaron,C Se volvieron oro,D Permanecieron iguales,A,Fueron reemplazadas por ropas limpias,La visión simboliza remoción de culpa y restauración.,Revisar,No,No
QB0839,AT,Zacarías,Zacarías 4:10,Intermedio,¿Qué actitud se cuestiona respecto a los pequeños comienzos?,A Despreciarlos,B Celebrarlos demasiado,C Evitarlos,D Convertirlos en grandes ceremonias,A,Despreciarlos,El pasaje anima a no menospreciar etapas pequeñas de una obra que Dios está llevando adelante.,Revisar,No,No
QB0840,AT,Zacarías,Zacarías 7:9,Intermedio,¿Qué prácticas sociales pide Dios?,A Justicia verdadera, misericordia y compasión,B Poder y riqueza,C Construcción militar,D Aislamiento,A,Justicia verdadera, misericordia y compasión,El profeta vincula la fidelidad con relaciones justas y compasivas.,Revisar,No,No
QB0841,AT,Zacarías,Zacarías 8:16,Basico,¿Qué se pide respecto al habla entre vecinos?,A Decir la verdad,B Guardar silencio permanente,C Exagerar para evitar problemas,D Hablar solo con sacerdotes,A,Decir la verdad,La restauración futura se vincula con verdad y justicia cotidiana.,Revisar,No,No
QB0842,AT,Zacarías,Zacarías 9:12,Intermedio,¿Cómo llama el profeta a los prisioneros que aún tienen expectativa de restauración?,A Prisioneros de esperanza,B Prisioneros de guerra,C Exiliados sin futuro,D Soldados,A,Prisioneros de esperanza,La expresión combina sufrimiento presente con expectativa firme de restauración.,Revisar,No,No
QB0843,AT,Zacarías,Zacarías 12:10,Avanzado,¿Qué espíritu promete Dios derramar sobre la casa de David y Jerusalén?,A Espíritu de gracia y oración,B Espíritu de guerra,C Espíritu de riqueza,D Espíritu de confusión,A,Espíritu de gracia y oración,La promesa se relaciona con arrepentimiento y una respuesta profunda del pueblo.,Revisar,No,No
QB0844,AT,Zacarías,Zacarías 13:1,Avanzado,¿Qué imagen de purificación aparece para la casa de David y Jerusalén?,A Una fuente abierta para limpiar pecado e impureza,B Un fuego que destruye todo,C Un río para comercio,D Una muralla nueva,A,Una fuente abierta para limpiar pecado e impureza,La profecía utiliza una fuente como imagen de limpieza y restauración.,Revisar,No,No
QB0845,AT,Zacarías,Zacarías 14:9,Experto,¿Qué afirmación sobre el reinado de Dios aparece en la visión final?,A El Señor será rey sobre toda la tierra,B Solo gobernará Jerusalén,C No habrá reino,D El rey será Zorobabel,A,El Señor será rey sobre toda la tierra,El cierre presenta una visión universal del reinado de Dios.,Revisar,No,No
QB0846,AT,Malaquías,Malaquías 1:6,Intermedio,¿Qué reproche se hace a los sacerdotes?,A No honrar adecuadamente el nombre de Dios,B No tener riquezas,C No viajar,D No construir murallas,A,No honrar adecuadamente el nombre de Dios,El libro comienza cuestionando una adoración descuidada y poco reverente.,Revisar,No,No
QB0847,AT,Malaquías,Malaquías 1:8,Intermedio,¿Qué problema tenían algunos animales ofrecidos en sacrificio?,A Presentaban defectos,B Eran demasiado jóvenes únicamente,C Venían de Egipto,D Eran demasiados,A,Presentaban defectos,El profeta denuncia que ofrecían animales que no habrían considerado apropiados para una autoridad humana.,Revisar,No,No
QB0848,AT,Malaquías,Malaquías 2:10,Intermedio,¿Qué argumento utiliza el profeta para llamar a la fidelidad entre miembros del pueblo?,A Todos tienen un mismo Padre y Creador,B Todos son ricos,C Todos viven en Jerusalén,D Todos son sacerdotes,A,Todos tienen un mismo Padre y Creador,La unidad de origen ante Dios sirve como base para denunciar la traición entre hermanos.,Revisar,No,No
QB0849,AT,Malaquías,Malaquías 3:6,Basico,¿Qué afirma Dios acerca de sí mismo en relación con su pueblo?,A No cambia,B Cambia constantemente,C Depende de los reyes,D No recuerda el pacto,A,No cambia,La inmutabilidad de Dios se relaciona con la preservación del pueblo.,Revisar,No,No
QB0850,AT,Malaquías,Malaquías 3:16,Intermedio,¿Qué hacían quienes temían a Dios en medio de la infidelidad general?,A Hablaban unos con otros y Dios atendía,B Se escondían,C Dejaban de reunirse,D Abandonaban Jerusalén,A,Hablaban unos con otros y Dios atendía,El texto presenta una comunidad fiel que mantiene conversación y memoria delante de Dios.,Revisar,No,No
QB0851,AT,Malaquías,Malaquías 4:5,Intermedio,¿Qué profeta se menciona antes del día grande del Señor?,A Elías,B Isaías,C Jeremías,D Ezequiel,A,Elías,El cierre del libro anuncia el envío de Elías antes del día del Señor.,Revisar,No,No
QB0852,NT,Mateo,Mateo 1:23,Intermedio,¿Qué significado se asocia al nombre Emanuel?,A Dios con nosotros,B Rey de Jerusalén,C Hijo de David únicamente,D Profeta del desierto,A,Dios con nosotros,El evangelio interpreta el nombre Emanuel como expresión de la presencia de Dios con su pueblo.,Revisar,No,No
QB0853,NT,Mateo,Mateo 2:13,Intermedio,¿Qué instrucción recibió José después de la visita de los sabios?,A Llevar al niño y a María a Egipto,B Regresar a Nazaret inmediatamente,C Ir a Jerusalén,D Entregar al niño a Herodes,A,Llevar al niño y a María a Egipto,José recibió una advertencia y huyó con su familia para proteger al niño.,Revisar,No,No
QB0854,NT,Mateo,Mateo 3:17,Basico,¿Qué mensaje se oyó desde el cielo después del bautismo de Jesús?,A Una declaración de aprobación sobre el Hijo,B Una orden de ir a Roma,C Una advertencia a Juan,D Una profecía sobre Jerusalén,A,Una declaración de aprobación sobre el Hijo,El bautismo incluye una voz celestial que afirma la identidad y aprobación de Jesús.,Revisar,No,No
QB0855,NT,Mateo,Mateo 4:19,Basico,¿Qué nueva misión anunció Jesús a los pescadores que lo siguieran?,A Ser pescadores de personas,B Ser sacerdotes,C Ser reyes,D Ser escribas,A,Ser pescadores de personas,Jesús transformó la imagen de su oficio en una misión hacia otras personas.,Revisar,No,No
QB0856,NT,Mateo,Mateo 5:14,Basico,¿Con qué figura describe Jesús a sus discípulos?,A Luz del mundo,B Rey del mundo,C Río de vida,D Árbol del templo,A,Luz del mundo,La imagen de la luz expresa una influencia visible en el mundo.,Revisar,No,No
QB0857,NT,Mateo,Mateo 5:44,Intermedio,¿Qué actitud pide Jesús hacia los enemigos?,A Amarlos y orar por quienes persiguen,B Vengarse,C Ignorarlos,D Denunciarlos siempre,A,Amarlos y orar por quienes persiguen,Jesús propone una respuesta radical de amor incluso frente a la hostilidad.,Revisar,No,No
QB0858,NT,Mateo,Mateo 6:21,Intermedio,¿Qué relación establece Jesús entre tesoro y corazón?,A El corazón se orienta hacia aquello que se valora,B No existe relación,C El tesoro siempre está en el templo,D Solo la riqueza material importa,A,El corazón se orienta hacia aquello que se valora,El pasaje enseña que las prioridades revelan la orientación del corazón.,Revisar,No,No
QB0859,NT,Mateo,Mateo 6:33,Basico,¿Qué se debe buscar primero según Jesús?,A El reino de Dios y su justicia,B La riqueza,C El poder político,D La fama,A,El reino de Dios y su justicia,Jesús enseña a priorizar el reino de Dios por encima de las preocupaciones materiales.,Revisar,No,No
QB0860,NT,Mateo,Mateo 7:12,Basico,¿Qué principio resume el trato hacia otras personas?,A Tratar a otros como uno desea ser tratado,B Evitar a los demás,C Buscar ventaja,D Responder siempre con dureza,A,Tratar a otros como uno desea ser tratado,La enseñanza resume una ética de consideración y reciprocidad.,Revisar,No,No
QB0861,NT,Mateo,Mateo 8:8,Intermedio,¿Qué mostró el centurión al pedir por su siervo?,A Confianza en la autoridad de Jesús sin exigir su presencia física,B Duda completa,C Deseo de riqueza,D Interés político,A,Confianza en la autoridad de Jesús sin exigir su presencia física,El centurión creyó que una palabra de Jesús era suficiente para producir sanidad.,Revisar,No,No
QB0862,NT,Mateo,Mateo 9:12,Basico,¿Qué comparación usó Jesús para explicar por qué se acercaba a pecadores?,A Los enfermos necesitan médico,B Los soldados necesitan armas,C Los estudiantes necesitan libros,D Los viajeros necesitan caminos,A,Los enfermos necesitan médico,La imagen explica la misión de Jesús hacia quienes reconocen necesidad espiritual.,Revisar,No,No
QB0863,NT,Mateo,Mateo 10:29,Intermedio,¿Qué ejemplo usa Jesús para enseñar sobre el cuidado de Dios?,A Los gorriones,B Los leones,C Los caballos,D Los peces,A,Los gorriones,Jesús utiliza aves de poco valor comercial para enfatizar el conocimiento y cuidado de Dios.,Revisar,No,No
QB0864,NT,Mateo,Mateo 11:29,Basico,¿Qué rasgos atribuye Jesús a su propio corazón?,A Manso y humilde,B Orgulloso y fuerte,C Distante y severo,D Impaciente,A,Manso y humilde,Jesús se presenta como modelo de mansedumbre y humildad.,Revisar,No,No
QB0865,NT,Mateo,Mateo 12:7,Intermedio,¿Qué principio recuerda Jesús al citar que Dios desea misericordia más que sacrificio?,A La compasión debe orientar la interpretación religiosa,B El ritual siempre está por encima de las personas,C Solo los sacerdotes pueden mostrar misericordia,D La ley no importa,A,La compasión debe orientar la interpretación religiosa,Jesús usa la cita profética para cuestionar una aplicación rígida sin misericordia.,Revisar,No,No
QB0866,NT,Mateo,Mateo 13:44,Intermedio,¿Con qué compara Jesús el reino en una parábola breve?,A Un tesoro escondido en un campo,B Una espada,C Un río,D Un palacio,A,Un tesoro escondido en un campo,La parábola subraya el valor extraordinario del reino.,Revisar,No,No
QB0867,NT,Mateo,Mateo 14:29,Basico,¿Qué hizo Pedro después de que Jesús le dijera que viniera?,A Caminó sobre el agua hacia Jesús,B Se quedó en la barca,C Nadó hasta la orilla,D Saltó a otra barca,A,Caminó sobre el agua hacia Jesús,Pedro salió de la barca y avanzó sobre el agua por un momento.,Revisar,No,No
QB0868,NT,Mateo,Mateo 15:28,Intermedio,¿Qué elogió Jesús en la mujer cananea?,A Su gran fe,B Su riqueza,C Su conocimiento de la ley,D Su origen,A,Su gran fe,Jesús reconoció la perseverancia y fe de la mujer.,Revisar,No,No
QB0869,NT,Mateo,Mateo 16:24,Intermedio,¿Qué implica seguir a Jesús según su enseñanza?,A Negarse a sí mismo, tomar su cruz y seguirlo,B Buscar reconocimiento,C Evitar toda dificultad,D Gobernar a otros,A,Negarse a sí mismo, tomar su cruz y seguirlo,El discipulado se presenta como una entrega que implica renuncia y seguimiento.,Revisar,No,No
QB0870,NT,Mateo,Mateo 17:5,Avanzado,¿Qué mensaje se oyó desde la nube durante la transfiguración?,A Escuchar al Hijo amado,B Construir un templo,C Regresar a Jerusalén,D Elegir a Pedro como rey,A,Escuchar al Hijo amado,La voz celestial reafirma la identidad de Jesús y ordena escucharlo.,Revisar,No,No
QB0871,NT,Mateo,Mateo 18:4,Basico,¿Qué cualidad relaciona Jesús con ser grande en el reino?,A Humillarse como un niño,B Ser rico,C Tener poder,D Ser mayor de edad,A,Humillarse como un niño,Jesús utiliza la humildad infantil como contraste con la búsqueda de grandeza.,Revisar,No,No
QB0872,NT,Mateo,Mateo 18:22,Intermedio,¿Qué enseñanza dio Jesús ante la pregunta sobre cuántas veces perdonar?,A Perdonar repetidamente sin llevar una cuenta limitada,B Perdonar solo una vez,C Perdonar únicamente a familiares,D No perdonar,A,Perdonar repetidamente sin llevar una cuenta limitada,La respuesta de Jesús rompe con una lógica de perdón estrictamente contabilizado.,Revisar,No,No
QB0873,NT,Mateo,Mateo 19:26,Basico,¿Qué contraste expresa Jesús sobre lo posible para las personas y para Dios?,A Para Dios todo es posible,B Dios tiene las mismas limitaciones,C Nada es posible,D Solo la riqueza hace posibles las cosas,A,Para Dios todo es posible,Jesús enfatiza que la acción de Dios supera los límites humanos.,Revisar,No,No
QB0874,NT,Mateo,Mateo 20:26,Intermedio,¿Cómo debe buscar la grandeza quien quiere ser importante entre los discípulos?,A Mediante el servicio,B Mediante autoridad política,C Mediante riqueza,D Mediante competencia,A,Mediante el servicio,Jesús redefine la grandeza en términos de servicio a otros.,Revisar,No,No
QB0875,NT,Mateo,Mateo 21:13,Intermedio,¿Qué propósito atribuye Jesús al templo al confrontar prácticas comerciales?,A Ser casa de oración,B Ser centro de comercio,C Ser palacio real,D Ser fortaleza militar,A,Ser casa de oración,Jesús denuncia usos que desvirtúan la finalidad espiritual del templo.,Revisar,No,No
QB0876,NT,Mateo,Mateo 22:39,Basico,¿Cuál es el segundo gran mandamiento señalado por Jesús?,A Amar al prójimo como a uno mismo,B Guardar el sábado,C Dar diezmos,D Ayunar,A,Amar al prójimo como a uno mismo,Jesús une el amor a Dios con el amor al prójimo.,Revisar,No,No
QB0877,NT,Mateo,Mateo 23:12,Intermedio,¿Qué principio enseña Jesús sobre exaltación y humildad?,A Quien se humilla será exaltado,B El orgulloso siempre vence,C La humildad no tiene valor,D Solo los líderes pueden ser humildes,A,Quien se humilla será exaltado,Jesús contrapone orgullo y humildad dentro de su enseñanza sobre liderazgo religioso.,Revisar,No,No
QB0878,NT,Mateo,Mateo 24:35,Basico,¿Qué afirma Jesús sobre sus palabras frente al cielo y la tierra?,A Permanecerán,B Desaparecerán primero,C Dependen del templo,D Solo sirven para una generación,A,Permanecerán,El pasaje subraya la permanencia y confiabilidad de las palabras de Jesús.,Revisar,No,No
QB0879,NT,Mateo,Mateo 25:21,Intermedio,¿Qué recibe el siervo considerado fiel en la parábola de los talentos?,A Reconocimiento y mayores responsabilidades,B Castigo,C Expulsión,D Pérdida de todo,A,Reconocimiento y mayores responsabilidades,La parábola asocia fidelidad en pequeñas responsabilidades con confianza mayor.,Revisar,No,No
QB0880,NT,Mateo,Mateo 26:39,Avanzado,¿Qué actitud muestra Jesús en Getsemaní respecto a su deseo y la voluntad del Padre?,A Somete su deseo a la voluntad del Padre,B Rechaza obedecer,C Huye de Jerusalén,D Culpa a los discípulos,A,Somete su deseo a la voluntad del Padre,La oración refleja tensión humana y una decisión consciente de obediencia.,Revisar,No,No
QB0881,NT,Mateo,Mateo 27:54,Intermedio,¿Qué dijeron el centurión y quienes estaban con él después de los acontecimientos en la crucifixión?,A Reconocieron a Jesús como Hijo de Dios,B Dijeron que era un criminal común,C Se burlaron,D Lo llamaron sacerdote,A,Reconocieron a Jesús como Hijo de Dios,Los acontecimientos alrededor de la muerte de Jesús provocaron una confesión significativa.,Revisar,No,No
QB0882,NT,Mateo,Mateo 28:20,Basico,¿Qué promesa acompaña la misión final de Jesús?,A Estará con sus discípulos todos los días,B Nunca enfrentarán oposición,C Serán ricos,D Gobernarán Roma,A,Estará con sus discípulos todos los días,La misión termina con una promesa de presencia continua.,Revisar,No,No
QB0883,NT,Marcos,Marcos 1:15,Basico,¿Qué dos respuestas pide Jesús al anunciar la cercanía del reino?,A Arrepentirse y creer en las buenas noticias,B Ayunar y viajar,C Construir y gobernar,D Callar y esperar,A,Arrepentirse y creer en las buenas noticias,El anuncio inicial de Jesús combina arrepentimiento y fe.,Revisar,No,No
QB0884,NT,Marcos,Marcos 1:35,Basico,¿Qué hacía Jesús muy temprano en un lugar solitario?,A Oraba,B Dormía,C Pescaba,D Enseñaba a multitudes,A,Oraba,El relato muestra a Jesús buscando un lugar apartado para orar.,Revisar,No,No
QB0885,NT,Marcos,Marcos 2:17,Intermedio,¿Cómo explicó Jesús su acercamiento a pecadores?,A Los enfermos necesitan médico,B Los justos necesitan castigo,C Los ricos necesitan ayuda,D Los soldados necesitan armas,A,Los enfermos necesitan médico,Jesús presenta su misión como una respuesta a la necesidad espiritual.,Revisar,No,No
QB0886,NT,Marcos,Marcos 3:35,Intermedio,¿A quién considera Jesús parte de su familia espiritual?,A A quien hace la voluntad de Dios,B Solo a sus parientes biológicos,C Solo a los doce,D Solo a sacerdotes,A,A quien hace la voluntad de Dios,Jesús amplía el concepto de familia en torno a la obediencia a Dios.,Revisar,No,No
QB0887,NT,Marcos,Marcos 4:20,Intermedio,¿Qué representa la buena tierra en la parábola del sembrador?,A Personas que escuchan, reciben y producen fruto,B Quienes rechazan el mensaje,C Solo líderes,D Quienes olvidan inmediatamente,A,Personas que escuchan, reciben y producen fruto,La buena tierra simboliza una recepción productiva del mensaje.,Revisar,No,No
QB0888,NT,Marcos,Marcos 5:36,Basico,¿Qué dijo Jesús a Jairo cuando recibió malas noticias sobre su hija?,A No temas; cree,B Regresa a casa,C Busca otro maestro,D Espera varios días,A,No temas; cree,Jesús llamó a Jairo a mantener la confianza frente a una noticia devastadora.,Revisar,No,No
QB0889,NT,Marcos,Marcos 6:34,Intermedio,¿Por qué tuvo compasión Jesús de la multitud?,A Porque parecían ovejas sin pastor,B Porque eran pocos,C Porque tenían riqueza,D Porque eran soldados,A,Porque parecían ovejas sin pastor,La imagen expresa vulnerabilidad y falta de guía.,Revisar,No,No
QB0890,NT,Marcos,Marcos 7:15,Avanzado,¿Qué enseñanza da Jesús sobre lo que realmente contamina a una persona?,A Lo que sale del interior,B Solo los alimentos,C El contacto con extranjeros,D El polvo del camino,A,Lo que sale del interior,Jesús desplaza el énfasis desde la contaminación externa hacia la condición moral interna.,Revisar,No,No
QB0891,NT,Marcos,Marcos 8:34,Intermedio,¿Qué implica seguir a Jesús según Marcos 8:34?,A Negarse a sí mismo y tomar la cruz,B Buscar poder,C Evitar dificultades,D Recibir riqueza,A,Negarse a sí mismo y tomar la cruz,El discipulado incluye renuncia personal y disposición al costo del seguimiento.,Revisar,No,No
QB0892,NT,Marcos,Marcos 9:35,Intermedio,¿Qué dijo Jesús sobre quien quiere ser el primero?,A Debe ser servidor de todos,B Debe mandar a todos,C Debe ser rico,D Debe evitar a los demás,A,Debe ser servidor de todos,Jesús redefine la grandeza mediante servicio y humildad.,Revisar,No,No
QB0893,NT,Marcos,Marcos 10:27,Basico,¿Qué afirma Jesús sobre aquello que es imposible para las personas?,A No es imposible para Dios,B También es imposible para Dios,C Solo depende del dinero,D Siempre debe abandonarse,A,No es imposible para Dios,Jesús destaca el poder de Dios frente a los límites humanos.,Revisar,No,No
QB0894,NT,Marcos,Marcos 10:46,Basico,¿Cómo se llamaba el hombre ciego que pidió ayuda a Jesús cerca de Jericó?,A Bartimeo,B Zaqueo,C Lázaro,D Jairo,A,Bartimeo,Bartimeo llamó a Jesús mientras este salía de Jericó.,Revisar,No,No
QB0895,NT,Marcos,Marcos 11:22,Basico,¿Qué exhortación dio Jesús a sus discípulos?,A Tener fe en Dios,B Confiar en las riquezas,C Buscar señales constantemente,D Evitar Jerusalén,A,Tener fe en Dios,Jesús respondió a sus discípulos con una exhortación directa a la fe.,Revisar,No,No
QB0896,NT,Marcos,Marcos 12:31,Basico,¿Qué mandamiento acompaña al amor a Dios?,A Amar al prójimo como a uno mismo,B Guardar silencio,C Ayunar,D Viajar al templo,A,Amar al prójimo como a uno mismo,Jesús une el amor a Dios con el amor al prójimo.,Revisar,No,No
QB0897,NT,Marcos,Marcos 12:43,Intermedio,¿Por qué destacó Jesús la ofrenda de una viuda pobre?,A Dio proporcionalmente más al entregar de su necesidad,B Dio la mayor cantidad absoluta,C Era conocida de Jesús,D Era sacerdotisa,A,Dio proporcionalmente más al entregar de su necesidad,Jesús evaluó la generosidad por el costo personal y no solo por la cantidad.,Revisar,No,No
QB0898,NT,Marcos,Marcos 13:33,Intermedio,¿Qué actitud pide Jesús ante lo que vendrá?,A Estar atentos y vigilantes,B Fijar fechas,C Dormir,D Ignorar las señales,A,Estar atentos y vigilantes,Jesús insiste en vigilancia porque el momento exacto no es conocido.,Revisar,No,No
QB0899,NT,Marcos,Marcos 14:38,Intermedio,¿Qué recomienda Jesús a sus discípulos en Getsemaní frente a la tentación?,A Vigilar y orar,B Dormir más,C Huir,D Buscar armas,A,Vigilar y orar,Jesús relaciona vigilancia y oración con resistencia ante la tentación.,Revisar,No,No
QB0900,NT,Marcos,Marcos 15:34,Avanzado,¿Qué tipo de experiencia expresa Jesús mediante su clamor durante la crucifixión?,A Profunda sensación de abandono,B Victoria militar,C Alegría pública,D Indiferencia,A,Profunda sensación de abandono,El clamor expresa la intensidad del sufrimiento vivido en la cruz.,Revisar,No,No
QB0901,NT,Marcos,Marcos 16:7,Basico,¿A quién debía mencionarse especialmente al comunicar a los discípulos que Jesús iría delante de ellos a Galilea?,A Pedro,B Tomás,C Mateo,D Andrés,A,Pedro,El mensaje de la tumba incluye una mención particular a Pedro.,Revisar,No,No
QB0902,NT,Lucas,Lucas 1:37,Basico,¿Qué se afirma acerca del poder de Dios durante el anuncio a María?,A Nada es imposible para Dios,B Dios tiene límites humanos,C Solo puede actuar en Jerusalén,D Depende de los sacerdotes,A,Nada es imposible para Dios,El anuncio destaca la capacidad de Dios para cumplir lo que promete.,Revisar,No,No
QB0903,NT,Lucas,Lucas 1:46,Intermedio,¿Qué expresa María al comenzar su cántico?,A Exalta al Señor,B Pide riquezas,C Declara una guerra,D Habla contra Elisabet,A,Exalta al Señor,El cántico comienza como una respuesta de alabanza y gratitud.,Revisar,No,No
QB0904,NT,Lucas,Lucas 2:10,Basico,¿Qué clase de noticia anuncia el ángel a los pastores?,A Una gran alegría para todo el pueblo,B Una guerra,C Una nueva ley romana,D Un impuesto,A,Una gran alegría para todo el pueblo,El anuncio del nacimiento se presenta como una buena noticia de gran alegría.,Revisar,No,No
QB0905,NT,Lucas,Lucas 2:52,Intermedio,¿En qué aspectos se dice que crecía Jesús?,A Sabiduría, estatura y favor,B Riqueza y poder,C Fuerza militar,D Fama únicamente,A,Sabiduría, estatura y favor,El resumen presenta un desarrollo integral de Jesús.,Revisar,No,No
QB0906,NT,Lucas,Lucas 3:8,Intermedio,¿Qué pide Juan el Bautista como evidencia del arrepentimiento?,A Frutos coherentes con ese cambio,B Solo palabras,C Riqueza,D Peregrinaciones,A,Frutos coherentes con ese cambio,Juan insiste en que el arrepentimiento debe producir cambios visibles.,Revisar,No,No
QB0907,NT,Lucas,Lucas 4:4,Basico,¿Qué responde Jesús durante una de las tentaciones acerca del alimento?,A La vida no depende solo de pan,B El pan es innecesario,C Nunca debe comerse,D La riqueza sustituye al alimento,A,La vida no depende solo de pan,Jesús responde con una enseñanza que recuerda la dependencia de Dios más allá de lo material.,Revisar,No,No
QB0908,NT,Lucas,Lucas 5:20,Intermedio,¿Qué declaró Jesús al paralítico antes de la sanidad física?,A Que sus pecados eran perdonados,B Que debía ir al templo,C Que debía pagar,D Que debía regresar a casa,A,Que sus pecados eran perdonados,El relato une el encuentro con Jesús a una declaración de perdón.,Revisar,No,No
QB0909,NT,Lucas,Lucas 6:31,Basico,¿Qué principio de trato hacia otros enseña Jesús?,A Tratar a otros como uno desea ser tratado,B Juzgarlos siempre,C Evitarlos,D Competir con ellos,A,Tratar a otros como uno desea ser tratado,La enseñanza resume una ética de reciprocidad y consideración.,Revisar,No,No
QB0910,NT,Lucas,Lucas 7:9,Intermedio,¿Qué elogió Jesús en el centurión?,A Su gran fe,B Su riqueza,C Su rango militar,D Su ciudadanía,A,Su gran fe,Jesús expresó admiración por la confianza mostrada por el centurión.,Revisar,No,No
QB0911,NT,Lucas,Lucas 8:15,Intermedio,¿Qué caracteriza a la buena tierra en la explicación de la parábola?,A Retener la palabra y producir fruto con perseverancia,B Olvidarla pronto,C Recibirla sin cambios,D Escuchar solo por curiosidad,A,Retener la palabra y producir fruto con perseverancia,La buena tierra representa una recepción perseverante y fructífera.,Revisar,No,No
QB0912,NT,Lucas,Lucas 9:23,Intermedio,¿Qué implica seguir a Jesús diariamente?,A Negarse a sí mismo y tomar la cruz,B Buscar riqueza,C Evitar dificultades,D Ser reconocido,A,Negarse a sí mismo y tomar la cruz,Jesús presenta el discipulado como una decisión continua de entrega.,Revisar,No,No
QB0913,NT,Lucas,Lucas 10:20,Avanzado,¿Qué motivo de alegría considera Jesús más importante que el poder espiritual?,A Que sus nombres estén registrados en el cielo,B Que los espíritus se sometan,C Que sean famosos,D Que tengan riquezas,A,Que sus nombres estén registrados en el cielo,Jesús orienta la alegría de los discípulos hacia su relación con Dios más que hacia sus logros.,Revisar,No,No
QB0914,NT,Lucas,Lucas 10:42,Intermedio,¿Qué valoró Jesús en la elección de María frente a Marta?,A Priorizar escuchar su enseñanza,B Ignorar toda responsabilidad doméstica,C Evitar servir,D Permanecer siempre sentada,A,Priorizar escuchar su enseñanza,El relato contrasta preocupación excesiva con la decisión de atender a Jesús.,Revisar,No,No
